Displacement	Force
16.4343	-751.9978
16.4386	-752.2316
16.4428	-752.0551
16.4471	-751.8948
16.4513	-751.8141
16.4556	-751.7841
16.4597	-751.789
16.464	-751.8318
16.4682	-751.9271
16.4724	-751.9637
16.4766	-751.9209
16.4809	-751.7995
16.4851	-751.8192
16.4894	-751.6699
16.4937	-751.8264
16.4979	-752.0613
16.5021	-751.8785
16.5063	-751.9485
16.5105	-751.8328
16.5148	-751.8015
16.519	-752.015
16.5232	-752.1547
16.5275	-751.874
16.5318	-751.8236
16.536	-751.7552
16.5402	-751.7338
16.5444	-752.1559
16.5486	-752.1578
16.5528	-751.8439
16.5571	-751.7682
16.5613	-751.8955
16.5656	-751.8445
16.5699	-751.8899
16.5741	-751.9069
16.5783	-751.8946
16.5825	-751.9081
16.5868	-751.8267
16.591	-751.7474
16.5952	-751.8088
16.5995	-751.6488
16.6037	-751.7767
16.6079	-752.2181
16.6122	-752.3411
16.6164	-751.8795
16.6206	-751.7742
16.6248	-752.0713
16.6291	-752.1095
16.6333	-752.0017
16.6375	-751.9133
16.6418	-751.9301
16.646	-751.9391
16.6503	-751.8096
16.6545	-751.8242
16.6588	-751.6877
16.663	-751.651
16.6672	-751.8528
16.6714	-751.8155
16.6756	-751.787
16.6799	-751.5638
16.6841	-751.5121
16.6884	-751.5211
16.6926	-751.6087
16.6968	-751.8014
16.701	-751.8589
16.7053	-751.6868
16.7095	-751.6186
16.7137	-751.69
16.718	-751.8073
16.7222	-751.7074
16.7264	-751.5184
16.7307	-751.413
16.735	-751.5436
16.7392	-751.3976
16.7434	-751.3328
16.7476	-751.4238
16.7519	-751.2693
16.7561	-751.3384
16.7604	-751.4479
16.7646	-751.4096
16.7688	-751.2055
16.7731	-751.4267
16.7773	-751.4204
16.7815	-751.4426
16.7857	-751.4104
16.7899	-751.1447
16.7941	-751.275
16.7984	-751.2897
16.8026	-751.3173
16.8069	-751.1935
16.8112	-751.3948
16.8154	-751.3377
16.8196	-751.2984
16.8238	-751.3913
16.8281	-751.3834
16.8323	-751.3445
16.8365	-751.2279
16.8408	-751.4297
16.845	-751.3994
16.8493	-751.239
16.8535	-751.0675
16.8577	-750.9666
16.8619	-750.9858
16.8661	-750.9858
16.8703	-750.9393
16.8746	-750.9818
16.8789	-750.8198
16.8831	-750.8527
16.8873	-751.0472
16.8916	-751.104
16.8958	-751.15
16.9001	-751.241
16.9043	-751.3365
16.9085	-751.0745
16.9127	-750.928
16.9169	-750.9244
16.9212	-751.0768
16.9255	-751.0582
16.9297	-751.1344
16.9339	-750.9394
16.9381	-750.8494
16.9423	-750.756
16.9466	-750.8703
16.9508	-750.9916
16.955	-750.8928
16.9593	-750.6719
16.9635	-750.6816
16.9678	-750.7589
16.972	-750.8765
16.9763	-750.8223
16.9805	-750.7633
16.9847	-750.6486
16.9889	-750.6291
16.9931	-750.5873
16.9974	-750.5202
17.0016	-750.6299
17.0058	-750.6452
17.0101	-750.7374
17.0144	-750.9202
17.0186	-751.0288
17.0228	-750.6398
17.0249	-750.7629
